type,name,url,function_definition,parameters,return
Oscillators,Triple EMA Oscillator (TRIX),https://python.stockindicators.dev/indicators/Trix/#content,"""get_trix(quotes, lookback_periods, signal_periods=None)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in each of the the exponential moving averages. Must be greater than 0.""}, {""name"": ""signal_periods"", ""type"": ""int, Optional"", ""notes"": ""Number of periods in the moving average of TRIX. Must be greater than 0, if specified.""}]",[]
Oscillators,Ultimate Oscillator,https://python.stockindicators.dev/indicators/Ultimate/#content,"""get_ultimate(quotes, short_periods=7, middle_periods=14, long_periods=28)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""short_periods"", ""type"": ""int, default 7"", ""notes"": ""Number of periods (S) in the short lookback. Must be greater than 0.""}, {""name"": ""middle_periods"", ""type"": ""int, default 14"", ""notes"": ""Number of periods (M) in the middle lookback. Must be greater than S.""}, {""name"": ""long_periods"", ""type"": ""int, default 28"", ""notes"": ""Number of periods (L) in the long lookback. Must be greater than M.""}]",[]
Oscillators,Williams %R,https://python.stockindicators.dev/indicators/WilliamsR/#content,"""get_williams_r(quotes, lookback_periods=14)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int, default 14"", ""notes"": ""Number of periods (N) in the lookback period. Must be greater than 0. Default is 14.""}]",[]
Stop and reverse,Chandelier Exit,https://python.stockindicators.dev/indicators/Chandelier/#content,"""get_chandelier(quotes, lookback_periods=22, multiplier=3.0, chandelier_type=ChandelierType.LONG)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int, default 22"", ""notes"": ""Number of periods (N) for the lookback evaluation.""}, {""name"": ""multiplier"", ""type"": ""float, default 3.0"", ""notes"": ""Multiplier number must be a positive value.""}, {""name"": ""chandelier_type"", ""type"": ""ChandelierType, default ChandelierType.LONG"", ""notes"": ""Direction of exit. See ChandelierType options below.""}]",[]
Stop and reverse,Parabolic SAR,https://python.stockindicators.dev/indicators/ParabolicSar/#content,"""get_parabolic_sar(quotes, acceleration_step=0.02, max_acceleration_factor=0.2)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""acceleration_step"", ""type"": ""float, default 0.02"", ""notes"": ""Incremental step size for the Acceleration Factor. Must be greater than 0.""}, {""name"": ""max_acceleration_factor"", ""type"": ""float, default 0.2"", ""notes"": ""Maximum factor limit. Must be greater than acceleration_step.""}, {""name"": ""initial_factor"", ""type"": ""float"", ""notes"": ""Initial Acceleration Factor. Must be greater than 0 and not larger than max_acceleration_factor. Default is acceleration_step.""}]",[]
Stop and reverse,SuperTrend,https://python.stockindicators.dev/indicators/SuperTrend/#content,"""get_super_trend(quotes, lookback_periods=10, multiplier=3)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int, default 10"", ""notes"": ""Number of periods (N) for the ATR evaluation. Must be greater than 1 and is usually set between 7 and 14.""}, {""name"": ""multiplier"", ""type"": ""float, default 3"", ""notes"": ""Multiplier sets the ATR band width. Must be greater than 0 and is usually set around 2 to 3.""}]","[{""name"": ""date"", ""type"": ""datetime"", ""notes"": ""Date""}, {""name"": ""super_trend"", ""type"": ""Decimal, Optional"", ""notes"": ""SuperTrend line contains both Upper and Lower segments""}, {""name"": ""upper_band"", ""type"": ""Decimal, Optional"", ""notes"": ""Upper band only (bearish/red)""}, {""name"": ""lower_band"", ""type"": ""Decimal, Optional"", ""notes"": ""Lower band only (bullish/green)""}]"
Stop and reverse,Volatility Stop,https://python.stockindicators.dev/indicators/VolatilityStop/#content,"""get_volatility_stop(quotes, lookback_periods=7, multiplier=3)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int, default 7"", ""notes"": ""Number of periods (N) ATR lookback window. Must be greater than 1.""}, {""name"": ""multiplier"", ""type"": ""float, default 3"", ""notes"": ""ATR multiplier for the offset. Must be greater than 0.""}]",[]
Candlestick patterns,Doji (Preview),https://python.stockindicators.dev/indicators/Doji/#content,"""get_doji(quotes, max_price_change_percent=0.1)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""max_price_change_percent"", ""type"": ""float, default 0.1"", ""notes"": ""Optional. Maximum absolute percent difference in open and close price. Example: 0.3% would be entered as 0.3 (not 0.003). Must be between 0 and 0.5 percent, if specified.""}]",[]
Candlestick patterns,Marubozu (Preview),https://python.stockindicators.dev/indicators/Marubozu/#content,"""get_marubozu(quotes, min_body_percent=95)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""min_body_percent"", ""type"": ""float, default 95"", ""notes"": ""Optional. Minimum body size as a percent of total candle size. Example: 85% would be entered as 85 (not 0.85). Must be between 80 and 100, if specified.""}]",[]
Volume-based,Accumulation / Distribution Line (ADL),https://python.stockindicators.dev/indicators/Adl/#content,"""get_adl(quotes, sma_periods=None)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""sma_periods"", ""type"": ""int, Optional"", ""notes"": ""Number of periods (N) in the moving average of ADL. Must be greater than 0, if specified.""}]","[{""name"": ""date"", ""type"": ""datetime"", ""notes"": ""Date""}, {""name"": ""money_flow_multiplier"", ""type"": ""float, Optional"", ""notes"": ""Money Flow Multiplier""}, {""name"": ""money_flow_volume"", ""type"": ""float, Optional"", ""notes"": ""Money Flow Volume""}, {""name"": ""adl"", ""type"": ""float"", ""notes"": ""Accumulation Distribution Line (ADL)""}, {""name"": ""adl_sma"", ""type"": ""float, Optional"", ""notes"": ""Moving average (SMA) of ADL based on sma_periods periods, if specified""}]"
Volume-based,Chaikin Money Flow (CMF),https://python.stockindicators.dev/indicators/Cmf/#content,"""get_cmf(quotes, lookback_periods=20)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int, default 20"", ""notes"": ""Number of periods (N) in the moving average. Must be greater than 0.""}]",[]
Volume-based,Chaikin Oscillator,https://python.stockindicators.dev/indicators/ChaikinOsc/#content,"""get_chaikin_osc(quotes, fast_periods=3, slow_periods=10)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""fast_periods"", ""type"": ""int, default 3"", ""notes"": ""Number of periods (F) in the ADL fast EMA. Must be greater than 0 and smaller than S.""}, {""name"": ""slow_periods"", ""type"": ""int, default 10"", ""notes"": ""Number of periods (S) in the ADL slow EMA. Must be greater F.""}]",[]
Volume-based,Force Index,https://python.stockindicators.dev/indicators/ForceIndex/#content,"""get_force_index(quotes, lookback_periods)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Lookback window (N) for the EMA of Force Index. Must be greater than 0 and is commonly 2 or 13 (shorter/longer view).""}]",[]
Volume-based,Klinger Volume Oscillator,https://python.stockindicators.dev/indicators/Kvo/#content,"""get_kvo(quotes, fast_periods=34, slow_periods=55, signal_periods=13)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""fast_periods"", ""type"": ""int, default 34"", ""notes"": ""Number of lookback periods (F) for the short-term EMA. Must be greater than 2.""}, {""name"": ""slow_periods"", ""type"": ""int, default 55"", ""notes"": ""Number of lookback periods (L) for the long-term EMA. Must be greater than F.""}, {""name"": ""signal_periods"", ""type"": ""int, default 13"", ""notes"": ""Number of lookback periods for the signal line. Must be greater than 0.""}]",[]
Volume-based,Money Flow Index (MFI),https://python.stockindicators.dev/indicators/Mfi/#content,"""get_mfi(quotes, lookback_periods=14)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int, default 14"", ""notes"": ""Number of periods (N) in the lookback period. Must be greater than 1.""}]",[]
Volume-based,On-Balance Volume (OBV),https://python.stockindicators.dev/indicators/Obv/#content,"""get_obv(quotes, sma_periods=None)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""sma_periods"", ""type"": ""int, Optional"", ""notes"": ""Number of periods (N) in the moving average of OBV. Must be greater than 0, if specified.""}]",[]
Volume-based,Percentage Volume Oscillator (PVO),https://python.stockindicators.dev/indicators/Pvo/#content,"""get_pvo(quotes, fast_periods=12, slow_periods=26, signal_periods=9)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""fast_periods"", ""type"": ""int, default 12"", ""notes"": ""Number of periods (F) for the faster moving average. Must be greater than 0.""}, {""name"": ""slow_periods"", ""type"": ""int, default 26"", ""notes"": ""Number of periods (S) for the slower moving average. Must be greater than fast_periods.""}, {""name"": ""signal_periods"", ""type"": ""int, default 9"", ""notes"": ""Number of periods (P) for the moving average of PVO. Must be greater than or equal to 0.""}]",[]
Moving averages,Arnaud Legoux Moving Average (ALMA),https://python.stockindicators.dev/indicators/Alma/#content,"""get_alma(quotes, lookback_periods=9, offset=0.85, sigma=6)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int, default 9"", ""notes"": ""Number of periods (N) in the moving average. Must be greater than 1, but is typically in the 5-20 range.""}, {""name"": ""offset"", ""type"": ""float, default 0.85"", ""notes"": ""Adjusts smoothness versus responsiveness on a scale from 0 to 1; where 1 is max responsiveness.""}, {""name"": ""sigma"", ""type"": ""float, default 6"", ""notes"": ""Defines the width of the Gaussian normal distribution. Must be greater than 0.""}]","[{""name"": ""date"", ""type"": ""datetime"", ""notes"": ""Date""}, {""name"": ""alma"", ""type"": ""float, Optional"", ""notes"": ""Arnaud Legoux Moving Average""}]"
Moving averages,Double Exponential Moving Average (DEMA),https://python.stockindicators.dev/indicators/Dema/#content,"""get_dema(quotes, lookback_periods)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in the moving average. Must be greater than 0.""}]",[]
Moving averages,Endpoint Moving Average (EPMA),https://python.stockindicators.dev/indicators/Epma/#content,"""get_epma(quotes, lookback_periods)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in the moving average. Must be greater than 0.""}]",[]
Moving averages,Exponential Moving Average (EMA),https://python.stockindicators.dev/indicators/Ema/#content,"""get_ema(quotes, lookback_periods, candle_part=CandlePart.CLOSE)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in the moving average. Must be greater than 0.""}, {""name"": ""candle_part"", ""type"": ""CandlePart, default CandlePart.CLOSE"", ""notes"": ""Specify candle part to evaluate. See CandlePart options below.""}]","[{""name"": ""date"", ""type"": ""datetime"", ""notes"": ""Date""}, {""name"": ""ema"", ""type"": ""float, Optional"", ""notes"": ""Exponential moving average""}]"
Moving averages,Hilbert Transform Instantaneous Trendline,https://python.stockindicators.dev/indicators/HtTrendline/#content,"""get_ht_trendline(quotes)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}]",[]
Moving averages,Hull Moving Average (HMA),https://python.stockindicators.dev/indicators/Hma/#content,"""get_hma(quotes, lookback_periods)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in the moving average. Must be greater than 1.""}]",[]
Moving averages,Kaufman's Adaptive Moving Average (KAMA),https://python.stockindicators.dev/indicators/Kama/#content,"""get_kama(quotes, er_periods=10, fast_periods=2, slow_periods=30)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""er_periods"", ""type"": ""int, default 10"", ""notes"": ""Number of Efficiency Ratio (volatility) periods (E). Must be greater than 0.""}, {""name"": ""fast_periods"", ""type"": ""int, default 2"", ""notes"": ""Number of Fast EMA periods. Must be greater than 0.""}, {""name"": ""slow_periods"", ""type"": ""int, default 30"", ""notes"": ""Number of Slow EMA periods. Must be greater than fast_periods.""}]",[]
Moving averages,Least Squares Moving Average (LSMA),https://python.stockindicators.dev/indicators/Epma/#content,"""get_epma(quotes, lookback_periods)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in the moving average. Must be greater than 0.""}]",[]
Moving averages,MESA Adaptive Moving Average (MAMA),https://python.stockindicators.dev/indicators/Mama/#content,"""get_mama(quotes, fast_limit=0.5, slow_limit=0.05)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""fast_limit"", ""type"": ""float, default 0.5"", ""notes"": ""Fast limit threshold. Must be greater than slowLimit and less than 1.""}, {""name"": ""slow_limit"", ""type"": ""float, default 0.05"", ""notes"": ""Slow limit threshold. Must be greater than 0.""}]",[]
Moving averages,McGinley Dynamic,https://python.stockindicators.dev/indicators/Dynamic/#content,"""get_dynamic(quotes, lookback_periods, k_factor=0.6)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in the moving average. Must be greater than 0.""}, {""name"": ""k_factor"", ""type"": ""float, default 0.6"", ""notes"": ""Range adjustment factor (K). Must be greater than 0.""}]","[{""name"": ""date"", ""type"": ""datetime"", ""notes"": ""Date""}, {""name"": ""dynamic"", ""type"": ""float, Optional"", ""notes"": ""McGinley Dynamic""}]"
Moving averages,Modified Moving Average (MMA),https://python.stockindicators.dev/indicators/Smma/#content,"""get_smma(quotes, lookback_periods)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in the moving average. Must be greater than 0.""}]",[]
Moving averages,Running Moving Average (RMA),https://python.stockindicators.dev/indicators/Smma/#content,"""get_smma(quotes, lookback_periods)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in the moving average. Must be greater than 0.""}]",[]
Moving averages,Simple Moving Average (SMA),https://python.stockindicators.dev/indicators/Sma/#content,"""get_sma(quotes, lookback_periods, candle_part=CandlePart.CLOSE)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in the lookback window. Must be greater than 0.""}, {""name"": ""candle_part"", ""type"": ""CandlePart, default CandlePart.CLOSE"", ""notes"": ""Specify candle part to evaluate. See CandlePart options below.""}]","[{""name"": ""date"", ""type"": ""datetime"", ""notes"": ""Date""}, {""name"": ""sma"", ""type"": ""float, Optional"", ""notes"": ""Simple moving average""}]"
Moving averages,Smoothed Moving Average (SMMA),https://python.stockindicators.dev/indicators/Smma/#content,"""get_smma(quotes, lookback_periods)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in the moving average. Must be greater than 0.""}]",[]
Moving averages,Tillson T3 Moving Average,https://python.stockindicators.dev/indicators/T3/#content,"""get_t3(quotes, lookback_periods=5, volume_factor=0.7)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int, default 5"", ""notes"": ""Number of periods (N) for the EMA smoothing. Must be greater than 0 and is usually less than 63.""}, {""name"": ""volume_factor"", ""type"": ""float, default 0.7"", ""notes"": ""Size of the Volume Factor. Must be greater than 0 and is usually less than 2.""}]",[]
Moving averages,Triple Exponential Moving Average (TEMA),https://python.stockindicators.dev/indicators/Tema/#content,"""get_tema(quotes, lookback_periods)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in the moving average. Must be greater than 0.""}]",[]
Moving averages,Volume Weighted Average Price (VWAP),https://python.stockindicators.dev/indicators/Vwap/#content,"""get_vwap(quotes, start=None)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""start"", ""type"": ""datetime, Optional"", ""notes"": ""The anchor date used to start the VWAP accumulation. The earliest date in quotes is used when not provided.""}, {""name"": ""year, month, day, hour, minute"", ""type"": ""int, Optional"", ""notes"": ""The anchor date used to start the VWAP accumulation. The earliest date in quotes is used when not provided.""}]",[]
Moving averages,Volume Weighted Moving Average (VWMA),https://python.stockindicators.dev/indicators/Vwma/#content,"""get_vwma(quotes, lookback_periods)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in the moving average. Must be greater than 0.""}]",[]
Moving averages,Weighted Moving Average (WMA),https://python.stockindicators.dev/indicators/Wma/#content,"""get_wma(quotes, lookback_periods, candle_part=CandlePart.CLOSE)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in the moving average. Must be greater than 0.""}, {""name"": ""candle_part"", ""type"": ""CandlePart, default CandlePart.CLOSE"", ""notes"": ""Specify candle part to evaluate. See CandlePart options below.""}]",[]
Price transforms,Ehlers Fisher Transform,https://python.stockindicators.dev/indicators/FisherTransform/#content,"""get_fisher_transform(quotes, lookback_periods=10)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int, default 10"", ""notes"": ""Number of periods (N) in the lookback window. Must be greater than 0.""}]",[]
Price transforms,Heikin-Ashi,https://python.stockindicators.dev/indicators/HeikinAshi/#content,"""get_heikin_ashi(quotes)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}]",[]
Price transforms,Renko Chart,https://python.stockindicators.dev/indicators/Renko/#content,"""get_renko(quotes, brick_size, end_type=EndType.CLOSE)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""brick_size"", ""type"": ""float"", ""notes"": ""Brick size. Must be greater than 0.""}, {""name"": ""end_type"", ""type"": ""EndType, default EndType.CLOSE"", ""notes"": ""See EndType options below.""}]",[]
Price transforms,Zig Zag,https://python.stockindicators.dev/indicators/ZigZag/#content,"""get_zig_zag(quotes, end_type=EndType.CLOSE, percent_change=5)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""end_type"", ""type"": ""EndType, default EndType.CLOSE"", ""notes"": ""Determines whether close or high/low are used to measure percent change. See EndType options below.""}, {""name"": ""percent_change"", ""type"": ""float, default 5"", ""notes"": ""Percent change required to establish a line endpoint. Example: 3.5% would be entered as 3.5 (not 0.035). Must be greater than 0. Typical values range from 3 to 10.""}]","[{""name"": ""date"", ""type"": ""datetime"", ""notes"": ""Date""}, {""name"": ""zig_zag"", ""type"": ""Decimal, Optional"", ""notes"": ""Zig Zag line for percent_change""}, {""name"": ""point_type"", ""type"": ""str, Optional"", ""notes"": ""Zig Zag endpoint type (H for high point, L for low point)""}, {""name"": ""retrace_high"", ""type"": ""Decimal, Optional"", ""notes"": ""Retrace line for high points""}, {""name"": ""retrace_low"", ""type"": ""Decimal, Optional"", ""notes"": ""Retrace line for low points""}]"
Price characteristics,Average True Range (ATR),https://python.stockindicators.dev/indicators/Atr/#content,"""get_atr(quotes, lookback_periods=14)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int, default 14"", ""notes"": ""Number of periods (N) to consider. Must be greater than 1.""}]","[{""name"": ""date"", ""type"": ""datetime"", ""notes"": ""Date""}, {""name"": ""tr"", ""type"": ""float, Optional"", ""notes"": ""True Range for current period""}, {""name"": ""atr"", ""type"": ""float, Optional"", ""notes"": ""Average True Range""}, {""name"": ""atrp"", ""type"": ""float, Optional"", ""notes"": ""Average True Range Percent is (atr/Close Price)*100. This normalizes so it can be compared to other stocks.""}]"
Price characteristics,Balance of Power (BOP),https://python.stockindicators.dev/indicators/Bop/#content,"""get_bop(quotes, smooth_periods=14)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""smooth_periods"", ""type"": ""int, default 14"", ""notes"": ""Number of periods (N) for smoothing. Must be greater than 0.""}]",[]
Price characteristics,Bull and Bear Power,https://python.stockindicators.dev/indicators/ElderRay/#content,"""get_elder_ray(quotes, lookback_periods=13)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int, default 13"", ""notes"": ""Number of periods (N) for the underlying EMA evaluation. Must be greater than 0.""}]","[{""name"": ""date"", ""type"": ""datetime"", ""notes"": ""Date""}, {""name"": ""ema"", ""type"": ""float, Optional"", ""notes"": ""Exponential moving average of Close price""}, {""name"": ""bull_power"", ""type"": ""float, Optional"", ""notes"": ""Bull Power""}, {""name"": ""bear_power"", ""type"": ""float, Optional"", ""notes"": ""Bear Power""}]"
Price characteristics,Choppiness Index,https://python.stockindicators.dev/indicators/Chop/#content,"""get_chop(quotes, lookback_periods=14)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int, default 14"", ""notes"": ""Number of periods (N) for the lookback evaluation. Must be greater than 1.""}]",[]
Price characteristics,Dominant Cycle Periods,https://python.stockindicators.dev/indicators/HtTrendline/#content,"""get_ht_trendline(quotes)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}]",[]
Price characteristics,Historical Volatility (HV),https://python.stockindicators.dev/indicators/StdDev/#content,"""get_stdev(quotes, lookback_periods, sma_periods=None)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int"", ""notes"": ""Number of periods (N) in the lookback period. Must be greater than 1 to calculate; however we suggest a larger period for statistically appropriate sample size.""}, {""name"": ""sma_periods"", ""type"": ""int, Optional"", ""notes"": ""Number of periods in the moving average of Stdev. Must be greater than 0, if specified.""}]",[]
Price characteristics,Hurst Exponent,https://python.stockindicators.dev/indicators/Hurst/#content,"""get_hurst(quotes, lookback_periods=100)""","[{""name"": ""quotes"", ""type"": ""Iterable[Quote]"", ""notes"": ""Iterable of the Quote class or its sub-class.  \u2022 See here for usage with pandas.DataFrame""}, {""name"": ""lookback_periods"", ""type"": ""int, default 100"", ""notes"": ""Number of periods (N) in the Hurst Analysis. Must be greater than 20.""}]",[]
